choice, accuracy, solution,  reward, cumulative_reward, rt,  total_trial_time, iti, cp_with_slow_fast, high_val_cue
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.400000000000000000e+01,3.301000000000000000e+03,3.457369804382324219e-01,1.683003187179565430e+00,3.398082265751627418e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,3.357000000000000000e+03,3.974370956420898438e-01,2.053628921508789062e+00,6.598486577184943247e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.400000000000000000e+01,3.411000000000000000e+03,3.334529399871826172e-01,2.006380081176757812e+00,6.829246092155026870e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.400000000000000000e+01,3.465000000000000000e+03,3.250131607055664062e-01,1.600305795669555664e+00,2.836872037398665558e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.200000000000000000e+01,3.517000000000000000e+03,5.280280113220214844e-01,2.118323802947998047e+00,5.851233828741674303e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,3.577000000000000000e+03,3.514080047607421875e-01,1.761163949966430664e+00,4.132044884546686725e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,3.633000000000000000e+03,3.184850215911865234e-01,1.720191955566406250e+00,4.167748537894073735e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.300000000000000000e+01,3.676000000000000000e+03,2.792041301727294922e-01,1.998699903488159180e+00,7.152442399524747696e-01,1.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.300000000000000000e+01,3.729000000000000000e+03,2.842721939086914062e-01,1.674542903900146484e+00,3.901965135621724423e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.200000000000000000e+01,3.781000000000000000e+03,2.976911067962646484e-01,1.629089117050170898e+00,3.360194579785094060e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,3.837000000000000000e+03,3.443748950958251953e-01,1.686130046844482422e+00,3.388986216104591387e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,3.893000000000000000e+03,3.011741638183593750e-01,1.859894990921020508e+00,5.652823555389028254e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,3.950000000000000000e+03,3.204951286315917969e-01,1.870820045471191406e+00,5.528379701318725248e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,4.006000000000000000e+03,3.059110641479492188e-01,1.795706987380981445e+00,4.986747400498340310e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,4.068000000000000000e+03,2.946209907531738281e-01,1.683987855911254883e+00,4.161373314392426970e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,4.125000000000000000e+03,2.916440963745117188e-01,1.586542844772338867e+00,3.028537560150801888e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.300000000000000000e+01,4.178000000000000000e+03,3.564062118530273438e-01,2.023055076599121094e+00,6.755878773160302053e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,4.233000000000000000e+03,3.248050212860107422e-01,2.007977008819580078e+00,7.003100945002691535e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+01,4.293000000000000000e+03,2.982511520385742188e-01,1.876189231872558594e+00,5.766906862834026981e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,4.349000000000000000e+03,2.957248687744140625e-01,1.725543975830078125e+00,4.357631055030959377e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,4.413000000000000000e+03,3.573729991912841797e-01,2.085811853408813477e+00,7.380006697889405221e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.400000000000000000e+01,4.467000000000000000e+03,2.571418285369873047e-01,1.921064853668212891e+00,6.758588674395593632e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,4.523000000000000000e+03,3.015840053558349609e-01,1.969634056091308594e+00,6.789038610881976687e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.300000000000000000e+01,4.576000000000000000e+03,3.920052051544189453e-01,1.681353092193603516e+00,3.107018489719936549e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,4.632000000000000000e+03,4.026458263397216797e-01,2.075066089630126953e+00,6.854457641398805645e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.100000000000000000e+01,4.683000000000000000e+03,2.764611244201660156e-01,1.705647945404052734e+00,4.414220391141971400e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.400000000000000000e+01,4.737000000000000000e+03,3.124618530273437500e-01,1.597151994705200195e+00,2.887315964129416046e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.100000000000000000e+01,4.798000000000000000e+03,3.043830394744873047e-01,1.687122106552124023e+00,3.924521198136191602e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,4.854000000000000000e+03,3.332669734954833984e-01,1.847625017166137695e+00,5.233185573622809450e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.900000000000000000e+01,4.913000000000000000e+03,2.862579822540283203e-01,1.740024089813232422e+00,4.634821491227149592e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.700000000000000000e+01,4.970000000000000000e+03,2.649998664855957031e-01,1.894947052001953125e+00,6.416421731896373437e-01,0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.400000000000000000e+01,5.024000000000000000e+03,2.420711517333984375e-01,1.679411888122558594e+00,4.546293996118934699e-01,0.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.700000000000000000e+01,5.071000000000000000e+03,3.466989994049072266e-01,2.054292917251586914e+00,7.087215740835156597e-01,1.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.400000000000000000e+01,5.115000000000000000e+03,3.008530139923095703e-01,1.751000881195068359e+00,4.600572394600547788e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.500000000000000000e+01,5.170000000000000000e+03,3.500220775604248047e-01,1.691342830657958984e+00,3.515786985140236798e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.200000000000000000e+01,5.222000000000000000e+03,3.349628448486328125e-01,2.064143896102905273e+00,7.320622978941564440e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.300000000000000000e+01,5.275000000000000000e+03,2.494590282440185547e-01,1.750765085220336914e+00,4.998094561718118833e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,5.331000000000000000e+03,2.515008449554443359e-01,1.607599020004272461e+00,3.575888070319207523e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.500000000000000000e+01,5.386000000000000000e+03,2.385230064392089844e-01,1.863545894622802734e+00,6.375835973384120781e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.400000000000000000e+01,5.440000000000000000e+03,2.989058494567871094e-01,1.669696092605590820e+00,3.742408269992442138e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000000e+01,5.491000000000000000e+03,3.892288208007812500e-01,2.044709920883178711e+00,6.687493076028672156e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,5.547000000000000000e+03,2.523450851440429688e-01,1.544268846511840820e+00,2.967972578609322509e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,5.603000000000000000e+03,5.111548900604248047e-01,1.976690769195556641e+00,4.900175385547961282e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.300000000000000000e+01,5.656000000000000000e+03,2.868239879608154297e-01,1.894472837448120117e+00,6.177430413300470935e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,5.711000000000000000e+03,3.218939304351806641e-01,1.769680976867675781e+00,4.543145891117822965e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.200000000000000000e+01,5.763000000000000000e+03,4.243118762969970703e-01,1.948529958724975586e+00,5.361757203659009985e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,5.819000000000000000e+03,3.533489704132080078e-01,1.917539119720458984e+00,5.704200560630525718e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,5.875000000000000000e+03,2.867970466613769531e-01,1.823324918746948242e+00,5.438714607296173398e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.100000000000000000e+01,5.936000000000000000e+03,2.991781234741210938e-01,2.000862121582031250e+00,7.112856967395867480e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.300000000000000000e+01,5.989000000000000000e+03,3.332362174987792969e-01,1.805435895919799805e+00,4.836744441991654431e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.100000000000000000e+01,6.050000000000000000e+03,3.116328716278076172e-01,2.000607013702392578e+00,6.841097190417166907e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,6.106000000000000000e+03,2.937669754028320312e-01,1.714699983596801758e+00,4.158584167049564906e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,6.162000000000000000e+03,3.129770755767822266e-01,1.646634101867675781e+00,3.293162259503445433e-01,0.000000000000000000e+00,1.110000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,6.218000000000000000e+03,3.887388706207275391e-01,1.923062086105346680e+00,5.521995225145198694e-01,0.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.218000000000000000e+03,6.346702575683593750e-02,5.721775054931640625e+00,5.408337451637046378e-01,-2.000000000000000000e+00,1.110000000000000000e+02
